,ID,Alamosite,Chalcophyllite,Gypsum,Orpiment,Junitoite,Phoenicochroite,Groutite,Zykaite,Weloganite,Diadochite,Semseyite,Creedite,Xieite,Eveite,Rutile,Tyrolite,Feroxyhyte,Kostovite
2007,Ast_002008,4796.0,4513.0,2972.0,1772.0,5346.0,1467.0,21180.0,1385.0,4710.0,3841.0,2110.0,5504.0,3821.0,1960.0,2133.0,2075.0,2187.0,623.0
2008,Ast_002009,2101.0,4108.0,3830.0,3501.0,4076.0,2047.0,10392.0,2964.0,4947.0,2911.0,3656.0,10690.0,3866.0,3065.0,2096.0,3094.0,2172.0,3785.0
2009,Ast_002010,2437.0,3686.0,4206.0,3736.0,2954.0,3594.0,11737.0,3855.0,3391.0,3127.0,4417.0,11419.0,2609.0,4149.0,3428.0,3042.0,3280.0,3071.0
2010,Ast_002011,2718.0,4514.0,1682.0,2996.0,3610.0,2818.0,12885.0,4999.0,3131.0,3720.0,2199.0,9187.0,4762.0,2123.0,4235.0,3725.0,5236.0,3335.0
2011,Ast_002012,4835.0,2125.0,1927.0,3461.0,4410.0,3785.0,21336.0,3566.0,2985.0,5222.0,3619.0,10592.0,4701.0,2466.0,1907.0,3266.0,5049.0,3289.0
2012,Ast_002013,2834.0,3957.0,1559.0,2712.0,3383.0,2577.0,13317.0,3677.0,3004.0,3809.0,2476.0,8332.0,4554.0,2130.0,4378.0,4589.0,4975.0,2589.0
2013,Ast_002014,,4636.0,1038.0,2700.0,4418.0,2657.0,,4262.0,3151.0,4369.0,2381.0,8298.0,4085.0,2385.0,4629.0,4190.0,5125.0,3465.0
2014,Ast_002015,2277.0,3647.0,3565.0,3337.0,4129.0,2741.0,11088.0,2354.0,5061.0,3148.0,4428.0,10221.0,4077.0,3098.0,1338.0,2951.0,963.0,4253.0
2015,Ast_002016,2956.0,5201.0,1315.0,2826.0,3948.0,2154.0,13817.0,4996.0,3424.0,4066.0,2003.0,8687.0,4083.0,2643.0,4311.0,3778.0,4720.0,2822.0
2016,Ast_002017,4534.0,1968.0,1675.0,4988.0,1864.0,3413.0,20151.0,1510.0,4163.0,2208.0,2575.0,15156.0,2347.0,4518.0,2258.0,3302.0,2447.0,3555.0
2017,Ast_002018,4603.0,2317.0,1974.0,3375.0,4233.0,3573.0,20415.0,4361.0,2892.0,4478.0,3263.0,10314.0,4668.0,2907.0,1737.0,3079.0,4896.0,3340.0
2018,Ast_002019,1849.0,3959.0,3539.0,3874.0,2976.0,3041.0,9390.0,3810.0,3616.0,2839.0,4238.0,11828.0,2849.0,5039.0,3514.0,2804.0,3160.0,3281.0
2019,Ast_002020,3966.0,4796.0,5024.0,1618.0,3180.0,2686.0,17864.0,4737.0,1781.0,2309.0,2438.0,5070.0,2634.0,4760.0,2486.0,4079.0,4246.0,2842.0
2020,Ast_002021,1986.0,4591.0,3622.0,3623.0,4308.0,2267.0,9946.0,2166.0,5194.0,2817.0,4360.0,11077.0,4044.0,2840.0,1871.0,2368.0,1744.0,4039.0
2021,Ast_002022,2190.0,3824.0,3904.0,3116.0,4351.0,2551.0,10764.0,2659.0,4568.0,2082.0,4077.0,9554.0,4401.0,2923.0,1337.0,2887.0,1978.0,4194.0
2022,Ast_002023,3990.0,1481.0,2074.0,4747.0,1571.0,3273.0,17968.0,1399.0,3866.0,2688.0,2826.0,14456.0,2513.0,5643.0,2212.0,2806.0,3286.0,3356.0
2023,Ast_002024,2300.0,3604.0,4395.0,4058.0,2795.0,3573.0,11210.0,3951.0,3717.0,2693.0,4389.0,12377.0,2927.0,4490.0,3704.0,3121.0,3056.0,2988.0
2024,Ast_002025,4847.0,4792.0,2881.0,2366.0,4842.0,1509.0,21393.0,1683.0,4682.0,5060.0,2174.0,7278.0,4003.0,2210.0,1492.0,2416.0,2209.0,1933.0
2025,Ast_002026,4530.0,1707.0,1799.0,4582.0,1711.0,3479.0,20115.0,1590.0,3866.0,2804.0,3189.0,13937.0,2591.0,3856.0,2654.0,3081.0,2385.0,4004.0
2026,Ast_002027,4024.0,4840.0,5010.0,1811.0,3902.0,2214.0,18084.0,4888.0,1038.0,2410.0,3581.0,5627.0,2643.0,5215.0,2732.0,4139.0,3560.0,2193.0
2027,Ast_002028,1901.0,3934.0,3907.0,3309.0,3511.0,2000.0,9608.0,2663.0,4865.0,2990.0,4258.0,10121.0,4323.0,3010.0,1791.0,3825.0,1762.0,3776.0
2028,Ast_002029,4302.0,4985.0,2067.0,2545.0,4797.0,887.0,19218.0,1582.0,4062.0,5114.0,2133.0,7845.0,3847.0,2393.0,1437.0,2492.0,3175.0,2301.0
2029,Ast_002030,4888.0,1513.0,2083.0,3145.0,4038.0,3687.0,21543.0,4086.0,2806.0,5147.0,3928.0,9638.0,4701.0,2638.0,1586.0,2494.0,4913.0,3389.0
2030,Ast_002031,2511.0,3645.0,4078.0,3733.0,2968.0,3680.0,12036.0,4352.0,3913.0,3013.0,4658.0,11385.0,2611.0,5050.0,3451.0,2583.0,3702.0,2764.0
2031,Ast_002032,4120.0,4814.0,5056.0,2020.0,4449.0,2342.0,18481.0,4390.0,1648.0,2455.0,3014.0,6251.0,2588.0,4893.0,2898.0,4130.0,4350.0,2298.0
2032,Ast_002033,4081.0,1784.0,1498.0,4781.0,1939.0,3617.0,18322.0,1318.0,4043.0,2720.0,3055.0,14553.0,3051.0,4316.0,2598.0,3126.0,1994.0,3687.0
2033,Ast_002034,4440.0,4728.0,4836.0,1793.0,3895.0,2838.0,19756.0,4402.0,1745.0,2177.0,2417.0,5586.0,2518.0,5014.0,3558.0,4295.0,4532.0,2668.0
2034,Ast_002035,4358.0,1242.0,1274.0,4608.0,1721.0,4056.0,19438.0,2072.0,4056.0,3237.0,2918.0,14002.0,2230.0,4590.0,2152.0,2793.0,3226.0,3853.0
2035,Ast_002036,2409.0,3485.0,3974.0,3588.0,2625.0,2802.0,11649.0,4270.0,3433.0,2506.0,4742.0,10987.0,2897.0,5719.0,3491.0,2434.0,3480.0,2786.0
2036,Ast_002037,1712.0,3637.0,4490.0,3532.0,2711.0,3597.0,8846.0,3810.0,3032.0,2535.0,4285.0,10792.0,3161.0,4990.0,3856.0,3451.0,3736.0,3591.0
2037,Ast_002038,3102.0,4204.0,1919.0,3268.0,3413.0,2559.0,14425.0,4648.0,2870.0,3787.0,1868.0,10000.0,3547.0,1988.0,4182.0,4004.0,4160.0,2727.0
2038,Ast_002039,4365.0,1983.0,2188.0,3580.0,4258.0,3500.0,19451.0,4038.0,2569.0,5004.0,4085.0,10932.0,4094.0,2970.0,1767.0,2779.0,4934.0,3569.0
2039,Ast_002040,4508.0,4772.0,2565.0,2326.0,4205.0,1740.0,20013.0,1533.0,4506.0,4557.0,2172.0,7173.0,4237.0,2595.0,1460.0,2524.0,3125.0,1996.0
2040,Ast_002041,4870.0,4903.0,2489.0,2079.0,4734.0,1629.0,21471.0,2825.0,4680.0,4575.0,2293.0,6437.0,3715.0,2043.0,1835.0,2406.0,2804.0,1434.0
2041,Ast_002042,2948.0,4258.0,1567.0,2523.0,3650.0,2764.0,13779.0,4779.0,3216.0,4182.0,2290.0,7769.0,4520.0,2522.0,4183.0,4325.0,4429.0,2601.0
2042,Ast_002043,4171.0,4805.0,4696.0,2381.0,3740.0,1991.0,18677.0,4299.0,1827.0,2279.0,3111.0,7342.0,3046.0,5213.0,2705.0,3729.0,4434.0,2473.0
2043,Ast_002044,3834.0,1168.0,1555.0,3723.0,1720.0,3583.0,17362.0,1815.0,3920.0,2943.0,2061.0,11361.0,2298.0,4628.0,2285.0,3350.0,2766.0,3188.0
2044,Ast_002045,2150.0,3908.0,3236.0,3836.0,4003.0,2111.0,10606.0,2314.0,5246.0,3065.0,4263.0,11698.0,4284.0,2962.0,2030.0,3610.0,1909.0,3454.0
2045,Ast_002046,1900.0,4816.0,4372.0,3534.0,4216.0,2431.0,9602.0,2979.0,4926.0,3104.0,4320.0,1000278.616,3992.0,3199.0,1556.0,3534.0,1664.0,3828.0
2046,Ast_002047,4262.0,4517.0,4350.0,1805.0,3882.0,2722.0,19030.0,4586.0,1313.0,1974.0,2506.0,5624.0,3014.0,4499.0,2899.0,3846.0,4479.0,2792.0
2047,Ast_002048,3783.0,1237.0,1707.0,4704.0,2318.0,3885.0,17124.0,1766.0,4041.0,2814.0,3092.0,14326.0,3359.0,4617.0,2319.0,3567.0,2607.0,3978.0
2048,Ast_002049,4096.0,4511.0,2521.0,2002.0,5000.0,1903.0,18382.0,1985.0,4650.0,4763.0,2225.0,6222.0,3881.0,2545.0,1818.0,2319.0,3984.0,1599.0
2049,Ast_002050,3759.0,2078.0,2139.0,4059.0,2000.0,3751.0,17035.0,1793.0,3592.0,2525.0,3156.0,12393.0,3517.0,4743.0,2476.0,,2256.0,3989.0
2050,Ast_002051,4007.0,4787.0,5189.0,1415.0,4024.0,2408.0,18026.0,4586.0,1867.0,2154.0,2561.0,4434.0,2974.0,5229.0,2859.0,3773.0,4506.0,2825.0
2051,Ast_002052,2091.0,4480.0,4098.0,2991.0,4241.0,2069.0,10361.0,2701.0,4504.0,3211.0,4404.0,9184.0,4425.0,3611.0,1989.0,2898.0,1716.0,3960.0
2052,Ast_002053,1975.0,3760.0,4035.0,3499.0,4404.0,2218.0,9885.0,2949.0,5433.0,2989.0,4521.0,10695.0,4103.0,3206.0,1745.0,2648.0,2219.0,3969.0
2053,Ast_002054,1945.0,3826.0,4631.0,3298.0,3680.0,2092.0,9779.0,3196.0,5402.0,2785.0,4175.0,10106.0,4698.0,3310.0,1941.0,2119.0,1906.0,4224.0
2054,Ast_002055,4069.0,4570.0,4701.0,1744.0,4231.0,1681.0,18278.0,4149.0,1933.0,1526.0,2368.0,5432.0,3273.0,4799.0,3582.0,4237.0,4137.0,2300.0
2055,Ast_002056,4580.0,5038.0,4434.0,1945.0,4367.0,2972.0,20326.0,4359.0,1346.0,2304.0,3238.0,6038.0,3050.0,4907.0,2726.0,3933.0,4984.0,2590.0
2056,Ast_002057,3759.0,1563.0,1977.0,4692.0,1398.0,3534.0,17039.0,1653.0,3565.0,2265.0,2874.0,14280.0,2687.0,5525.0,1975.0,3291.0,2652.0,3600.0
2057,Ast_002058,4331.0,4642.0,1938.0,2196.0,4860.0,1836.0,19322.0,2369.0,4418.0,4648.0,2321.0,6792.0,3920.0,2585.0,1436.0,2562.0,2569.0,1900.0
2058,Ast_002059,4256.0,4624.0,4792.0,2077.0,4149.0,2173.0,19012.0,4254.0,1232.0,2963.0,2745.0,6430.0,2872.0,4850.0,2729.0,3932.0,4780.0,2611.0
2059,Ast_002060,2089.0,4528.0,3917.0,3554.0,4109.0,2267.0,10354.0,3143.0,4255.0,3126.0,4255.0,10862.0,4255.0,3006.0,1521.0,3777.0,2133.0,3830.0
2060,Ast_002061,4092.0,2445.0,1632.0,3689.0,1905.0,3528.0,18379.0,1768.0,3816.0,2696.0,3378.0,11281.0,2874.0,4497.0,2532.0,3408.0,2464.0,3626.0
2061,Ast_002062,4875.0,2044.0,1856.0,3308.0,4322.0,3970.0,21504.0,4199.0,3097.0,5059.0,4050.0,10118.0,5042.0,2579.0,1788.0,2604.0,4878.0,2876.0
2062,Ast_002063,4258.0,5273.0,4857.0,1715.0,3837.0,1777.0,19033.0,4321.0,1763.0,2059.0,2713.0,5356.0,3269.0,4543.0,3076.0,3978.0,4550.0,2947.0
2063,Ast_002064,3213.0,4557.0,1597.0,3018.0,4616.0,2607.0,14849.0,4300.0,2839.0,4127.0,2022.0,9254.0,4594.0,2367.0,4497.0,4556.0,4160.0,3320.0
2064,Ast_002065,2277.0,3542.0,4396.0,3976.0,2806.0,3022.0,11121.0,3847.0,2855.0,2324.0,4421.0,12124.0,2628.0,5099.0,3410.0,2819.0,3178.0,2874.0
2065,Ast_002066,1660.0,3906.0,3610.0,3292.0,3927.0,1908.0,8630.0,1924.0,5564.0,2757.0,4203.0,10084.0,3940.0,3521.0,1863.0,3722.0,1579.0,3905.0
2066,Ast_002067,1666.0,4017.0,4033.0,3555.0,3950.0,2089.0,8665.0,2719.0,4269.0,2846.0,4960.0,10866.0,4299.0,1788.0,1456.0,2973.0,1956.0,4441.0
2067,Ast_002068,1828.0,3988.0,4069.0,1000278.89,4035.0,2512.0,9307.0,2659.0,5063.0,3077.0,5604.0,3001053.0,4255.0,3544.0,2176.0,2692.0,2211.0,4387.0
2068,Ast_002069,4640.0,4588.0,2390.0,2475.0,5497.0,1951.0,20557.0,2325.0,4287.0,4798.0,2372.0,7616.0,3620.0,2567.0,1200.0,2665.0,2490.0,1318.0
2069,Ast_002070,2911.0,4474.0,1944.0,2714.0,3563.0,2360.0,13634.0,4510.0,3042.0,3878.0,1679.0,8352.0,4470.0,1685.0,4374.0,5088.0,4515.0,2856.0
2070,Ast_002071,5070.0,1574.0,1877.0,3059.0,4417.0,3333.0,22277.0,4505.0,2600.0,5699.0,3804.0,9397.0,4827.0,2939.0,1460.0,2982.0,4872.0,2672.0
2071,Ast_002072,3590.0,1326.0,2893.0,4488.0,2069.0,3780.0,16358.0,1715.0,4013.0,2539.0,3419.0,13657.0,2900.0,4315.0,1811.0,3078.0,2971.0,3425.0
2072,Ast_002073,2594.0,4043.0,4166.0,3461.0,2585.0,3158.0,12385.0,3716.0,3365.0,2696.0,4334.0,10574.0,3384.0,5356.0,3200.0,3237.0,2704.0,3482.0
2073,Ast_002074,4674.0,2146.0,2452.0,2737.0,4245.0,4051.0,20684.0,4394.0,2570.0,4321.0,3869.0,8398.0,4718.0,2932.0,1366.0,2851.0,4548.0,3396.0
2074,Ast_002075,4730.0,1866.0,1957.0,3140.0,4264.0,3375.0,20913.0,4179.0,2571.0,5420.0,3366.0,9614.0,5233.0,2676.0,2569.0,2626.0,5075.0,3441.0
2075,Ast_002076,1554.0,3599.0,3698.0,3636.0,3057.0,3392.0,8221.0,4072.0,3927.0,2780.0,4789.0,11100.0,2130.0,5022.0,3504.0,3181.0,3396.0,3411.0
2076,Ast_002077,2465.0,4349.0,1931.0,2688.0,1000236.338,2307.0,11854.0,5220.0,3388.0,3496.0,1997.0,8264.0,4423.0,2365.0,4165.0,4791.0,5088.0,2979.0
2077,Ast_002078,4230.0,4619.0,2654.0,1692.0,4781.0,1443.0,18920.0,1586.0,4170.0,4461.0,2031.0,5275.0,3752.0,2138.0,1727.0,2692.0,2696.0,1689.0
2078,Ast_002079,2227.0,4132.0,4417.0,3425.0,2484.0,3443.0,10891.0,3616.0,4131.0,2411.0,4550.0,10463.0,2273.0,4929.0,3386.0,3189.0,3515.0,3278.0
2079,Ast_002080,1751.0,4028.0,3650.0,3124.0,4121.0,2372.0,9004.0,2139.0,5056.0,2798.0,3473.0,9577.0,4601.0,2806.0,1221.0,2901.0,1683.0,3630.0
2080,Ast_002081,3905.0,1121.0,1703.0,4737.0,1679.0,4045.0,17627.0,1639.0,4502.0,2544.0,2464.0,14412.0,2217.0,5017.0,2206.0,2893.0,2171.0,3562.0
2081,Ast_002082,2269.0,3942.0,4466.0,3899.0,2613.0,3349.0,11096.0,3751.0,4432.0,2071.0,4870.0,11889.0,3003.0,5145.0,3269.0,3122.0,3126.0,3081.0
2082,Ast_002083,3842.0,4707.0,2676.0,1469.0,4997.0,2027.0,17352.0,1537.0,4138.0,4830.0,2093.0,4610.0,,2020.0,2035.0,2581.0,3182.0,1675.0
2083,Ast_002084,1287.0,4283.0,3515.0,3186.0,3913.0,2461.0,7147.0,2559.0,4903.0,2977.0,3639.0,9767.0,4091.0,3457.0,1960.0,3175.0,2276.0,4164.0
2084,Ast_002085,4419.0,5361.0,4442.0,1843.0,4160.0,2283.0,19670.0,4511.0,975.0,2269.0,3562.0,5715.0,3244.0,5023.0,2842.0,3767.0,4225.0,2832.0
2085,Ast_002086,4406.0,1561.0,1755.0,4695.0,1855.0,3637.0,19623.0,2000.0,4343.0,3049.0,3429.0,14295.0,2073.0,5133.0,2236.0,3137.0,2031.0,3825.0
2086,Ast_002087,4535.0,2401.0,2097.0,2845.0,3919.0,3743.0,20132.0,3905.0,2595.0,5189.0,2964.0,8726.0,5334.0,2646.0,1225.0,2590.0,4477.0,3353.0
2087,Ast_002088,4074.0,4417.0,4674.0,2439.0,3986.0,2779.0,18302.0,4636.0,1540.0,1780.0,3107.0,7495.0,2974.0,5595.0,2544.0,3933.0,4868.0,2710.0
2088,Ast_002089,4468.0,4898.0,2301.0,2565.0,4616.0,1803.0,19864.0,2760.0,4682.0,5120.0,2704.0,7895.0,3335.0,2331.0,1326.0,2641.0,3463.0,1854.0
2089,Ast_002090,4434.0,1673.0,2053.0,2622.0,4502.0,3548.0,19748.0,4321.0,2941.0,4752.0,3671.0,8066.0,5199.0,3110.0,2398.0,3190.0,4967.0,3728.0
2090,Ast_002091,4024.0,2377.0,2164.0,4613.0,1931.0,3637.0,18097.0,2173.0,3977.0,3052.0,2732.0,14032.0,2519.0,4670.0,2199.0,3538.0,3061.0,4034.0
2091,Ast_002092,3733.0,1547.0,1852.0,4767.0,1783.0,3993.0,16929.0,1745.0,3781.0,2161.0,2827.0,14512.0,2633.0,4283.0,2565.0,3496.0,2842.0,3372.0
2092,Ast_002093,3003.0,4602.0,1388.0,2816.0,3687.0,2137.0,14010.0,4619.0,2855.0,4040.0,2308.0,8633.0,5448.0,2443.0,4250.0,4676.0,4684.0,3217.0
2093,Ast_002094,1874.0,3983.0,3869.0,3436.0,4378.0,2428.0,9489.0,2301.0,4906.0,3854.0,3671.0,10509.0,4424.0,3132.0,1691.0,2854.0,1600.0,3600.0
2094,Ast_002095,4494.0,4770.0,2304.0,1456.0,4828.0,1576.0,19966.0,2387.0,4181.0,4620.0,2224.0,4580.0,4185.0,2014.0,1752.0,2059.0,3435.0,1648.0
2095,Ast_002096,2009.0,4207.0,4305.0,3934.0,3970.0,2050.0,10024.0,2585.0,5092.0,2976.0,4057.0,11985.0,4075.0,2645.0,1516.0,2319.0,1949.0,4724.0
2096,Ast_002097,4322.0,2303.0,1726.0,2703.0,4146.0,4214.0,19310.0,4247.0,3044.0,4855.0,4761.0,8301.0,4607.0,2870.0,2485.0,2654.0,5656.0,3427.0
2097,Ast_002098,4295.0,4779.0,2031.0,1910.0,5032.0,1682.0,19178.0,2145.0,4820.0,4104.0,2178.0,5923.0,4040.0,2074.0,1278.0,2771.0,3288.0,1777.0
2098,Ast_002099,2482.0,3926.0,3962.0,3967.0,2860.0,3413.0,11924.0,4054.0,3689.0,2636.0,4541.0,12118.0,3167.0,4452.0,3350.0,2885.0,3710.0,3600.0
2099,Ast_002100,4671.0,4574.0,2828.0,2485.0,5181.0,1462.0,20678.0,1687.0,4656.0,5350.0,1826.0,7664.0,4270.0,2266.0,1573.0,2252.0,3154.0,1417.0
2100,Ast_002101,1329.0,4332.0,4046.0,3678.0,3171.0,2502.0,7306.0,2508.0,4878.0,3089.0,3959.0,11240.0,4378.0,3460.0,1968.0,3123.0,2203.0,3958.0
2101,Ast_002102,3444.0,1530.0,1724.0,4995.0,2469.0,3861.0,15766.0,2087.0,4007.0,2889.0,2922.0,15172.0,2098.0,4983.0,2709.0,3311.0,2402.0,4103.0
2102,Ast_002103,4320.0,2336.0,1693.0,3983.0,1889.0,3700.0,19294.0,1477.0,4024.0,2829.0,3320.0,12149.0,2256.0,4764.0,1716.0,2802.0,1472.0,3715.0
2103,Ast_002104,4617.0,4709.0,2451.0,2602.0,4862.0,1601.0,20466.0,1809.0,4298.0,4413.0,2171.0,7996.0,4559.0,2297.0,1354.0,2660.0,2848.0,2129.0
2104,Ast_002105,1643.0,3671.0,4374.0,3614.0,2646.0,3368.0,8561.0,3758.0,3324.0,2283.0,4356.0,11039.0,2804.0,4687.0,3630.0,3032.0,3256.0,3155.0
2105,Ast_002106,4163.0,2452.0,2230.0,2905.0,3800.0,3590.0,18652.0,3904.0,2804.0,5638.0,4089.0,8915.0,4918.0,2540.0,2036.0,2939.0,5028.0,3137.0
2106,Ast_002107,4052.0,1758.0,1825.0,4414.0,1864.0,3526.0,18212.0,1225.0,4064.0,2592.0,2002.0,13434.0,2986.0,4244.0,2201.0,2732.0,2500.0,3906.0
2107,Ast_002108,2591.0,3292.0,4121.0,3977.0,3036.0,3439.0,12366.0,4126.0,4185.0,2302.0,4591.0,12110.0,3134.0,5495.0,3315.0,3204.0,2927.0,3298.0
2108,Ast_002109,3397.0,4227.0,1732.0,2729.0,3356.0,2538.0,15596.0,4102.0,3132.0,3703.0,2010.0,8378.0,4909.0,1702.0,4131.0,4335.0,4752.0,3132.0
2109,Ast_002110,2748.0,4843.0,1589.0,3010.0,2665.0,2998.0,12976.0,4572.0,2996.0,3800.0,2284.0,9231.0,4007.0,2202.0,4084.0,3719.0,5740.0,2812.0
2110,Ast_002111,4587.0,2537.0,1952.0,3069.0,3966.0,3556.0,20349.0,4097.0,3048.0,5504.0,3116.0,9409.0,4783.0,2560.0,2064.0,2606.0,3850.0,3372.0
2111,Ast_002112,4114.0,4730.0,2612.0,2317.0,4656.0,1604.0,18458.0,2507.0,4286.0,4962.0,2371.0,7153.0,4721.0,2513.0,2034.0,2566.0,2717.0,1153.0
2112,Ast_002113,4235.0,4805.0,5004.0,1976.0,4038.0,2262.0,18928.0,4627.0,1731.0,1607.0,2325.0,6126.0,2514.0,4085.0,2535.0,4269.0,4417.0,2612.0
2113,Ast_002114,3588.0,4681.0,5272.0,1795.0,4492.0,2214.0,16345.0,4586.0,1157.0,1094.0,2544.0,5585.0,2781.0,5097.0,3586.0,4370.0,4036.0,2599.0
2114,Ast_002115,1839.0,3677.0,4281.0,3927.0,2996.0,3645.0,9364.0,4319.0,3957.0,2420.0,4431.0,11977.0,2858.0,4925.0,3467.0,2785.0,3448.0,3399.0
2115,Ast_002116,4361.0,4382.0,4843.0,1715.0,4080.0,2658.0,19450.0,4965.0,1451.0,2674.0,3459.0,5348.0,2756.0,4736.0,2380.0,4432.0,3504.0,2389.0
2116,Ast_002117,2708.0,4274.0,1781.0,2490.0,3698.0,2639.0,12853.0,4436.0,2951.0,4194.0,2412.0,7673.0,4517.0,1602.0,4293.0,4553.0,4734.0,3324.0
2117,Ast_002118,4374.0,2242.0,2094.0,3228.0,4281.0,4382.0,19513.0,3866.0,2499.0,5136.0,3945.0,9886.0,5172.0,2588.0,2051.0,3115.0,5028.0,3908.0
2118,Ast_002119,1948.0,3964.0,3270.0,3055.0,4598.0,2662.0,9787.0,2788.0,4929.0,3045.0,3929.0,9377.0,4337.0,3590.0,2246.0,2540.0,1418.0,4060.0
2119,Ast_002120,5018.0,2093.0,1967.0,2589.0,3793.0,3980.0,22090.0,3774.0,2419.0,4879.0,3791.0,7963.0,4567.0,2663.0,1768.0,2555.0,5434.0,3967.0
2120,Ast_002121,4907.0,4812.0,2743.0,2167.0,4301.0,1191.0,21616.0,2140.0,3918.0,4491.0,1872.0,6697.0,4133.0,2786.0,2692.0,2821.0,3679.0,1054.0
2121,Ast_002122,4450.0,1832.0,1507.0,2605.0,4424.0,3743.0,19777.0,3643.0,3168.0,5051.0,3753.0,8004.0,4467.0,2978.0,1577.0,2871.0,4555.0,3991.0
2122,Ast_002123,1990.0,3802.0,4298.0,3682.0,2657.0,3817.0,9972.0,3555.0,4029.0,2559.0,4968.0,11236.0,2816.0,5285.0,3667.0,3072.0,3441.0,3369.0
2123,Ast_002124,1838.0,4001.0,4846.0,3973.0,2418.0,3401.0,9347.0,3636.0,4151.0,2532.0,4112.0,12129.0,2710.0,5041.0,3625.0,2815.0,3499.0,3123.0
2124,Ast_002125,2896.0,3900.0,1587.0,3041.0,4088.0,2294.0,13571.0,4981.0,3199.0,3921.0,2498.0,9321.0,4054.0,1901.0,4041.0,4652.0,5049.0,3120.0
2125,Ast_002126,1624.0,4003.0,4777.0,4124.0,2847.0,3224.0,8474.0,4366.0,4033.0,2324.0,4195.0,12571.0,2964.0,4640.0,2863.0,3261.0,3389.0,2589.0
2126,Ast_002127,4087.0,4620.0,4922.0,1816.0,4233.0,2180.0,18354.0,4166.0,1257.0,2196.0,2389.0,5634.0,2434.0,4852.0,2930.0,3640.0,4656.0,2543.0
2127,Ast_002128,2668.0,4505.0,1117.0,3255.0,3798.0,2630.0,12673.0,4762.0,2486.0,4464.0,1698.0,9968.0,4423.0,2166.0,4281.0,4868.0,4720.0,3451.0
2128,Ast_002129,2269.0,4008.0,3847.0,2812.0,3818.0,2140.0,11081.0,2604.0,4546.0,3113.0,3417.0,8641.0,4282.0,3018.0,1550.0,2803.0,2370.0,3639.0
2129,Ast_002130,4769.0,4423.0,3020.0,2606.0,4521.0,1536.0,21092.0,1799.0,4511.0,4477.0,2194.0,8004.0,4542.0,2858.0,1719.0,2678.0,3917.0,1325.0
2130,Ast_002131,1669.0,3427.0,4177.0,4128.0,2560.0,2958.0,8673.0,4048.0,4147.0,2565.0,4603.0,12574.0,3082.0,5131.0,2968.0,2925.0,3253.0,3462.0
2131,Ast_002132,3157.0,4186.0,1889.0,3242.0,3536.0,2597.0,14640.0,4400.0,2976.0,3332.0,1844.0,9928.0,4780.0,1925.0,4015.0,4413.0,5147.0,2804.0
2132,Ast_002133,4428.0,4883.0,2446.0,2454.0,4701.0,1736.0,19711.0,1987.0,3746.0,5448.0,2303.0,7550.0,4081.0,2439.0,1017.0,2363.0,3770.0,2718.0
2133,Ast_002134,1910.0,4343.0,4058.0,3616.0,4109.0,2543.0,9653.0,2599.0,4944.0,3091.0,3879.0,11044.0,4673.0,2727.0,2010.0,2975.0,2187.0,3934.0
2134,Ast_002135,3795.0,942.0,1801.0,4376.0,1528.0,3852.0,17180.0,2355.0,,2392.0,2698.0,13312.0,2773.0,5017.0,1957.0,3379.0,2335.0,3731.0
2135,Ast_002136,4369.0,1880.0,2139.0,3593.0,4615.0,3638.0,19466.0,4345.0,2497.0,4816.0,3037.0,10970.0,4931.0,2504.0,1209.0,3113.0,5009.0,3442.0
2136,Ast_002137,2673.0,4497.0,2201.0,2941.0,3823.0,2826.0,12708.0,5047.0,3276.0,3871.0,1849.0,9023.0,4833.0,2416.0,4163.0,4774.0,4668.0,2977.0
2137,Ast_002138,1738.0,4442.0,3592.0,3753.0,4077.0,2000.0,8956.0,2548.0,4688.0,2655.0,3951.0,11448.0,4093.0,2847.0,2198.0,2841.0,1501.0,4297.0
2138,Ast_002139,2881.0,3756.0,1090.0,2963.0,3627.0,2826.0,13524.0,4357.0,3168.0,3758.0,1976.0,9090.0,4875.0,2238.0,4301.0,5227.0,4483.0,3021.0
2139,Ast_002140,4733.0,1707.0,1668.0,3285.0,4613.0,3498.0,20929.0,3982.0,2769.0,5386.0,3822.0,10057.0,5549.0,2644.0,1726.0,2466.0,4938.0,3415.0
2140,Ast_002141,2473.0,4238.0,4515.0,3842.0,2972.0,3355.0,11911.0,3500.0,3496.0,2810.0,4411.0,11727.0,2744.0,4868.0,3324.0,3220.0,2559.0,3145.0
2141,Ast_002142,2842.0,4701.0,1720.0,3074.0,3267.0,2768.0,13379.0,4306.0,3133.0,4154.0,2295.0,9430.0,4018.0,1831.0,4011.0,4103.0,5013.0,3165.0
2142,Ast_002143,1999.0,4362.0,4132.0,3795.0,3944.0,2371.0,9987.0,2544.0,5619.0,2917.0,4054.0,11580.0,4377.0,1849.0,1190.0,2674.0,1913.0,4624.0
2143,Ast_002144,1801.0,3918.0,3348.0,3837.0,4194.0,2242.0,9202.0,2334.0,5452.0,2821.0,4307.0,11719.0,4478.0,3624.0,1298.0,2805.0,1935.0,3707.0
2144,Ast_002145,4757.0,4487.0,1884.0,1964.0,5078.0,1582.0,21033.0,2242.0,4354.0,4964.0,2092.0,6094.0,3702.0,2134.0,1448.0,2334.0,2962.0,2359.0
2145,Ast_002146,4101.0,4792.0,4558.0,2241.0,4477.0,2802.0,18416.0,4744.0,2064.0,2431.0,2478.0,6911.0,2630.0,5214.0,2692.0,4487.0,4080.0,2503.0
