ID,Alamosite,Chalcophyllite,Gypsum,Orpiment,Junitoite,Phoenicochroite,Groutite,Zykaite,Weloganite,Diadochite,Semseyite,Creedite,Xieite,Eveite,Rutile,Tyrolite,Feroxyhyte,Kostovite
Ast_002929,2152,3398,4524,4475,2890,3214,10590,4457,3495,3092,4602,13642,2809,4830,3189,2638,3628,2918
Ast_002930,1504,3885,4076,4131,3806,2677,8022,2658,4660,2559,4258,12594,4259,2774,1547,2031,1771,3937
Ast_002931,2871,3896,1451,3007,3802,2196,13486,3768,2816,3788,1877,9222,3842,2118,4147,4692,5636,3269
Ast_002932,1848,3903,3562,3443,4133,2241,9389,1990,4695,2962,5402,10533,3963,2860,2033,3319,979,4223
Ast_002933,3040,4723,1713,3146,4276,2508,14178,4920,3110,4125,2581,9645,4171,1504,4345,5176,4629,3180
Ast_002934,1939,4352,3521,3361,3982,2093,9740,2157,4400,2658,3648,10285,4247,2000,2231,3078,2028,4019
Ast_002935,4469,4953,1942,2266,4814,1119,19875,2157,4278,4596,1891,7008,3900,2452,1333,2421,2984,1145
Ast_002936,5004,1470,1963,3296,4083,3232,22025,4517,3278,5110,4673,10069,4684,2643,1088,2675,4653,2905
Ast_002937,4298,4810,2453,1538,5334,1587,19193,2002,4159,4577,2503,4803,4107,2245,1662,2421,2511,2006
Ast_002938,4266,4602,2573,2110,4493,1156,19081,1957,4265,4786,2471,6534,4453,2289,1804,2401,1000271.678,1546
Ast_002939,1958,3472,4142,4122,2421,3608,9824,4003,3259,3404,4563,12591,2941,4291,3700,3194,3196,3240
Ast_002940,4029,1639,1382,5223,1794,4130,18119,1717,3828,2704,2037,15868,2971,4667,1988,3228,2622,3704
Ast_002941,4219,4399,4887,1939,4029,2549,18874,4411,1472,2296,2194,6036,2932,4772,3302,4484,4877,2686
Ast_002942,1707,4003,3509,3517,3585,1898,8827,2223,5329,3331,4222,10740,4381,2688,1765,2703,1661,3897
Ast_002943,1550,3545,3908,4307,2614,3270,8181,4214,3961,2518,4447,13113,2727,4591,2907,2951,2986,2985
Ast_002944,2877,4274,2068,2558,4182,2852,13495,4671,3398,3846,2831,7872,4592,2135,4099,3780,5435,3158
Ast_002945,4526,1939,2042,3240,4411,3826,20095,3601,2695,4875,3853,9916,4407,2571,1346,2175,4788,3890
Ast_002946,5148,4659,2568,2470,4895,1227,22604,2020,4204,3950,2135,7625,3671,2932,2066,2154,3039,1513
Ast_002947,4036,5018,5020,1817,4870,3365,18144,4539,1626,2383,3072,5648,2596,5032,1629,,3994,2420
Ast_002948,4373,4476,2438,2953,5221,2038,19497,2388,4690,5114,1803,9071,4228,2340,1859,1917,2984,1552
Ast_002949,4086,5073,2738,1736,5019,1775,18328,2104,4413,5875,1953,5412,3656,,1470,2369,2478,1388
Ast_002950,4581,5045,4616,1668,3990,2521,20342,4363,1661,1594,3224,5183,2586,4908,2698,4230,4392,2671
Ast_002951,4395,4460,2511,2535,4988,1261,19571,2046,3893,4989,2279,7816,4301,2176,1834,2700,3406,1591
Ast_002952,2267,3711,3895,3505,2871,3456,11080,4332,3161,2420,4648,10718,2979,5119,3427,3295,3282,2772
Ast_002953,4546,2255,2326,3016,4309,3317,20183,3524,3296,4604,4212,9240,4835,2538,1780,3142,4655,3284
Ast_002954,4110,1945,1641,4458,1376,3711,18436,1569,3778,2781,2806,13576,1950,4738,2339,3407,2743,3905
Ast_002955,2046,4309,4272,3659,4185,2038,10180,2452,5127,2508,3745,11175,4501,2959,1783,2957,1775,4139
Ast_002956,1531,4064,3182,2878,4019,2220,8137,2587,4706,3222,4061,8843,3966,3094,1285,2975,1083,3955
Ast_002957,2603,3866,4163,3467,2554,3693,12414,3742,3470,2729,4631,10602,3025,5137,3225,3304,3310,3045
Ast_002958,2863,4286,1852,2712,3835,2493,13447,4344,3264,3890,2352,8339,3667,1885,4629,4649,5299,2871
Ast_002959,3539,4310,5132,1967,3999,2022,16174,4363,1306,1929,3019,6090,3917,5457,2806,4190,4193,2668
Ast_002960,1785,3933,3668,3581,4062,2272,9141,2417,4611,3249,3931,10948,4039,1976,1651,2409,1995,3870
Ast_002961,2700,4059,1432,3521,3754,2850,12793,5012,2996,3996,2545,10753,5002,2390,4547,4662,4385,2454
Ast_002962,4436,2309,2136,3073,4684,4559,19745,4623,2459,5265,4286,9412,5295,2934,1926,2861,5096,3367
Ast_002963,4550,4959,2562,1713,4903,2062,20188,2515,4398,4746,2484,5338,3912,2510,1529,2257,3738,1682
Ast_002964,1728,3644,4207,3163,3158,3836,8908,3374,3852,2745,4223,9677,3004,4210,3000,2783,3007,2925
Ast_002965,2161,4199,3900,3544,3809,1864,10630,2621,5151,3029,3801,10835,4656,3143,1266,2511,2341,3933
Ast_002966,1656,3536,4472,4146,2831,3035,8621,3973,3539,2467,4285,12647,2553,5141,3154,3644,3713,2774
Ast_002967,1676,4096,3663,4207,4224,2312,8701,2736,4106,3716,3994,12816,4528,2598,1607,3443,2395,3773
Ast_002968,4541,1718,1933,3470,4411,3754,20165,4530,2809,5061,3776,10612,4568,2740,1722,2609,4300,3793
Ast_002969,4349,1660,1944,3344,1542,3931,19390,1690,3997,2756,2277,10238,3150,4190,1949,3189,2328,3203
Ast_002970,4285,1619,1474,4602,1344,3992,19145,1658,3686,3116,3173,13999,2477,5064,2170,3225,3229,4105
Ast_002971,2863,3746,2389,3288,4010,2805,13460,4292,3043,4009,2095,10068,4834,2582,4089,4313,4184,2631
Ast_002972,2739,4412,1128,3188,4030,2076,12962,4282,3065,3958,2388,9765,4943,2091,4240,4847,5186,2339
Ast_002973,4596,4887,2159,1903,5632,2201,20380,2134,4278,3728,2189,5896,4301,2086,1076,2699,3460,2193
Ast_002974,4212,4368,2344,2077,4749,1532,18869,2338,4551,4671,1861,6424,3604,2565,2515,2069,3892,1448
Ast_002975,2070,4374,3894,3828,3973,2547,10283,2545,5109,3423,4973,11683,4108,2369,2341,2574,2278,4289
Ast_002976,4675,4998,2403,1845,4861,1574,20684,2090,3920,4369,2347,5735,3700,2335,2013,2417,3089,2253
Ast_002977,4394,4687,2238,2649,4807,1651,19566,2542,4008,4709,2339,8146,4282,2251,1461,2267,3678,2103
Ast_002978,4327,5047,4640,1381,3763,2506,19292,4223,1489,2175,2669,4358,3015,4903,3198,4319,4168,2910
Ast_002979,3861,1242,1471,5305,1874,4226,17444,1717,4224,2777,2673,16119,2903,4794,2440,2802,2056,4092
Ast_002980,4162,4894,3194,2186,5005,1164,18659,1428,4454,4030,2519,6750,4101,2491,1861,2503,3270,974
Ast_002981,4738,4504,2498,2115,4938,1843,20969,1401,4930,4860,2235,6559,3931,2446,1796,2430,3157,1204
Ast_002982,2060,3826,4211,3671,2641,3411,10245,3782,3963,2046,4416,11229,3229,4631,2848,2980,3164,3145
Ast_002983,2885,4318,1377,3329,3734,2802,13555,4443,3077,3608,1938,10185,4658,2039,4547,4542,4195,3275
Ast_002984,3461,831,1443,4421,1072,3955,15870,1693,3926,2023,3672,13480,3135,4751,2121,2982,2757,3933
Ast_002985,3907,5328,5013,1782,4019,2217,17620,4478,2084,2444,2526,5527,2993,4196,2618,4157,4342,2545
Ast_002986,2369,4358,3955,3873,3662,2260,11487,2396,4831,2979,3552,11806,4480,2921,1661,2716,1719,4008
Ast_002987,4005,2057,1748,5178,1899,3706,18024,2162,3827,2955,2452,15730,2615,4343,2199,3104,2057,4085
Ast_002988,2988,3472,1872,2723,4108,2628,13947,4094,2715,4020,2025,8362,4263,1303,4299,3886,4758,2852
Ast_002989,4681,2200,1918,3246,4459,3889,20719,3766,2833,4602,3650,9945,4174,2539,2052,2821,5247,2540
Ast_002990,3483,2041,2108,5257,1568,3777,15917,1407,4475,3495,2903,15982,3832,4663,2065,2964,3420,3782
Ast_002991,1500,4628,4083,4074,3585,2175,8001,2204,5168,3402,4388,12441,4360,3308,1305,2904,1804,3098
Ast_002992,2140,3193,3898,3378,4870,2615,10561,2550,5050,2854,3600,10316,4245,2721,1794,2794,2095,3767
Ast_002993,4402,1941,1700,2944,4180,3725,19606,3659,1000275.367,4503,5148,9032,4520,2484,2087,3016,4482,3304
Ast_002994,4158,1915,1932,2964,4564,3869,18617,3595,2878,4860,4464,9100,4993,2895,2778,2752,5060,3285
Ast_002995,1738,3597,4621,3446,3131,3830,8950,4189,2760,2600,4614,10515,2960,4534,3511,2437,3200,3157
Ast_002996,4775,2257,1997,3177,4262,3762,21104,4459,2693,5416,4397,9738,4701,3161,1529,2563,4778,3433
Ast_002997,2910,4181,1898,2794,4260,2165,13610,3959,3122,4297,2193,8575,4621,2553,4256,4055,4811,3086
Ast_002998,4040,1834,2398,3575,1817,3784,18151,1391,4051,2793,3694,10916,2387,4583,2672,2888,2698,3743
Ast_002999,4404,4704,2509,2349,4470,858,19636,2205,4117,5191,2681,7235,4005,1820,1642,1961,2847,1572
Ast_003000,3124,4086,2259,3066,3746,2234,14513,4404,2513,4124,1660,9393,4222,2483,4522,4590,4677,2724
Ast_003001,3774,2143,1978,4926,1957,3666,17103,1339,3640,2375,3218,14970,2401,5021,2222,3044,3004,3734
Ast_003002,1831,4193,3675,3734,4199,2161,9329,2416,5018,2896,3736,11390,4274,2864,1981,3140,2622,3681
Ast_003003,3850,3861,5268,1544,3373,2375,17386,4678,1700,2543,3616,4850,2368,4823,2627,4546,4670,2496
Ast_003004,2301,3465,4021,3617,3028,3392,11194,4884,3323,2360,4365,11056,2649,5299,3355,2649,3357,2965
Ast_003005,1533,4503,3962,3337,3855,1977,8135,2362,4867,2988,4661,10208,4348,3032,1615,3391,1549,4108
Ast_003006,3361,4470,2113,2632,4483,2894,15452,4590,2553,3831,2079,8112,4121,1634,4141,4694,4449,2632
Ast_003007,2587,3631,4113,3379,4530,1876,12364,2483,4843,3165,4474,10340,4292,3392,1639,2599,2093,3876
Ast_003008,4507,1780,2061,3197,3888,4048,20005,4157,2999,5566,4478,9779,4439,2861,896,2694,4704,3371
Ast_003009,3834,5208,5016,1912,3868,2591,17321,4053,1472,2435,3292,5956,3391,4933,2423,4525,5156,2623
Ast_003010,1571,4653,4484,3527,3755,2510,8295,2246,4014,2740,4256,10786,4151,2960,2288,3065,2035,3479
Ast_003011,1738,4512,3667,3517,3633,2134,8971,1983,4648,3406,4205,10744,4556,2729,1732,3062,1735,4094
Ast_003012,4369,2037,1749,3225,4334,3498,19481,3654,2746,5307,3827,9894,4310,2668,2008,2929,5425,3124
Ast_003013,2297,3641,3684,3872,4250,1966,11178,2690,4686,3447,3780,11811,4054,1899,1916,2611,1933,4248
Ast_003014,4794,2032,2079,2692,4433,4002,21177,3580,3185,4476,3908,8267,3761,2745,2512,2082,4958,3570
Ast_003015,4411,2422,1870,3476,4190,3614,19653,3857,2844,5995,3851,10616,4932,2331,2004,2553,4649,3217
Ast_003016,4209,2001,2297,3536,4282,4003,18838,4054,2655,5724,3391,10822,4968,2996,1339,3205,3853,3698
Ast_003017,2217,3961,4227,4039,2923,3164,10857,3611,3571,2913,4281,12323,2472,4826,3714,2806,3142,3176
Ast_003018,3927,1004,1812,5662,1718,3512,17712,2071,4582,2785,2963,17191,3147,4274,2342,2748,3219,3287
Ast_003019,2022,4112,4030,4331,2583,3656,10091,3736,3664,3002,4578,13190,2439,5443,3229,3182,3322,3205
Ast_003020,4312,1658,2109,3211,3899,3925,19250,3539,2987,4898,4276,9844,5390,2480,2356,2697,4641,3755
Ast_003021,2740,4203,1183,2880,3846,2508,12950,1000237.715,3028,3988,2217,8837,4648,1828,4204,4032,4106,2872
Ast_003022,4590,5084,2688,2104,4810,1200,20359,2589,4277,4557,2536,6525,4213,1906,1706,2151,4382,1813
Ast_003023,4341,4464,4797,2150,4064,2062,19370,4397,1152,2347,2202,6646,3478,4346,3384,3986,4266,2839
Ast_003024,1746,3553,4333,3580,2885,3139,8986,3361,3108,2792,4953,10938,3174,4906,3649,2878,3704,3155
Ast_003025,4813,4906,1940,2918,4726,2208,21253,1593,4397,5448,1891,8965,3617,2565,2322,2417,3188,2339
Ast_003026,1832,3594,4519,3896,2877,3345,9320,4218,3000,2394,4414,11882,3557,4352,3201,2900,3423,3217
Ast_003027,4452,4667,4980,1681,4441,2050,19820,4740,1687,2115,2526,5231,3068,5389,2584,3991,4217,2331
Ast_003028,3900,2339,2009,4970,1807,3633,17618,1724,3279,2730,2591,15108,2884,4642,2117,2934,2373,3800
Ast_003029,2935,4593,1462,2511,4295,2601,13728,3799,3160,4201,1508,7737,4172,2369,4563,5060,4407,3216
Ast_003030,4290,4502,2257,2268,4469,1796,19160,2098,4132,4857,2410,7008,3678,2074,1882,2540,3644,1069
Ast_003031,4253,4958,4950,2047,4848,2781,19019,4808,1349,2856,2672,6354,2634,5449,2901,4387,4233,2727
Ast_003032,4592,681,1801,4692,1913,3916,20371,1932,4459,2811,3052,14287,2471,4170,2511,3353,2898,3652
Ast_003033,1750,4117,3700,3148,3992,2352,8995,2082,5210,2715,3221,9652,4344,3432,1406,3419,1436,3563
Ast_003034,4580,4811,2627,2312,4927,884,20329,1637,4248,5338,2148,7142,4118,2383,1443,2055,3543,1844
Ast_003035,3216,4551,2094,2916,3937,2139,14863,4049,2953,4153,2239,8948,4106,2397,4279,4405,4209,2695
Ast_003036,1959,3918,3868,4004,3963,2425,9819,2325,5344,2482,3625,12225,4048,3313,1648,3181,1681,4045
Ast_003037,4271,4413,1839,2105,5588,1568,19088,2401,4680,5195,2178,6529,4409,2429,1545,2485,3035,1416
Ast_003038,2096,3618,4494,3499,2604,3403,10380,4212,3611,2572,4500,10692,2488,5472,3235,3059,3283,2983
Ast_003039,2480,4648,1455,3061,3665,2510,11912,4058,2988,3569,2167,9381,4195,2148,3525,4535,4519,2965
Ast_003040,4636,4760,2348,1938,4742,1788,20550,2575,4256,4764,2129,6010,4224,2468,1830,2487,2552,1715
Ast_003041,4007,4834,2572,2205,4304,1893,18034,2209,4492,4437,2010,6804,3800,2267,1146,2423,2753,1878
Ast_003042,1944,4061,3706,3449,4011,2126,9767,2869,4534,3562,4426,10545,4489,3145,1520,3160,2271,3904
Ast_003043,4708,4955,2017,2046,4943,953,20841,1698,3901,4754,2095,6343,3895,2042,1911,2577,2956,1204
Ast_003044,2288,4934,3960,3544,3463,2142,11162,3054,4430,2590,4392,10848,3973,2670,1765,2862,1159,3892
Ast_003045,4021,1859,1027,3954,1898,3691,18093,1879,4381,2714,2782,12064,3117,5168,2199,3324,2642,3972
Ast_003046,4642,4356,2434,2253,4861,1762,20546,1838,4111,4589,2015,6973,4704,2622,1586,2725,2362,1602
Ast_003047,3916,2140,1899,3108,4783,3433,17685,4141,2539,4678,3861,9521,4667,2948,2400,2604,4812,2730
Ast_003048,4230,4673,4440,1752,4651,1644,18913,4738,1449,1983,3302,5456,2469,4904,2115,4004,4063,2859
Ast_003049,4190,4711,2395,2011,5072,1947,18740,1957,4281,4581,2247,6222,3691,2850,1941,2441,3090,912
Ast_003050,4335,4470,2377,3026,5071,1680,19327,2505,4312,5415,2506,9284,4636,1932,1530,2302,3267,1584
Ast_003051,2966,4558,1385,2923,3695,2497,13868,5180,3564,4354,2261,8988,3885,1906,4346,4360,4493,3079
Ast_003052,3931,879,1999,4286,1856,3575,17732,1274,3828,2398,2655,13049,2725,4876,2712,3154,3067,4380
Ast_003053,4687,2582,1999,3629,3717,3990,20770,5002,2737,5953,3814,11091,5023,2963,1461,3291,4898,3813
Ast_003054,1955,4475,4194,3726,3844,2264,9818,2298,4544,2752,3476,11382,4316,2868,1303,3273,1885,4290
Ast_003055,4204,5005,4809,2233,3898,2332,18826,4375,1586,2115,2741,6900,2963,4877,2293,4150,4007,2166
Ast_003056,1413,4163,3990,3447,3512,2095,7658,2387,4602,2868,3992,10542,4288,3036,2056,2799,1483,4038
Ast_003057,2613,4101,4179,3707,2732,2934,12465,3287,4023,2211,4498,11326,3205,5090,3577,3100,3571,2896
Ast_003058,4301,2071,1927,3208,4231,4031,19200,4474,2854,5355,3735,9822,4329,2765,3057,3017,4733,2768
Ast_003059,2295,3340,4203,3689,3119,3720,11179,3891,3573,2772,4498,11283,3092,5257,3514,2595,3041,2689
Ast_003060,4066,4711,4842,1767,4384,2571,18259,4431,2052,2373,3652,5503,2014,5025,2604,4416,4384,2785
Ast_003061,2153,4180,3728,3123,4249,2369,10604,2316,4760,2940,4252,9568,4137,3177,1994,3182,1743,4227
Ast_003062,3904,4923,2468,2067,5174,1436,17612,2389,4416,4183,1538,6407,3705,2698,2530,2376,2947,1158
Ast_003063,2032,4288,3597,3822,3689,1993,10107,2406,4495,2557,3222,11661,4206,2800,1814,3188,2200,3543
Ast_003064,2428,4038,3826,3750,3649,2364,11715,2504,4826,2828,3753,11450,4138,3751,1970,3177,2385,4036
Ast_003065,3032,4773,1723,3111,3800,2759,14122,4039,3310,3848,2318,9524,4936,2206,4032,4523,5047,3119
Ast_003066,2866,4788,1996,3446,4112,2359,13462,4503,3231,3647,2274,10532,4240,1967,4212,5373,4604,2832
Ast_003067,2128,4450,3527,3652,3721,2156,10504,3139,4771,3218,3784,11144,3997,2903,2126,2348,2256,4112
Ast_003068,4671,4384,2616,2911,4519,1407,20686,2557,4735,5212,2180,8925,3966,1788,1602,2730,2732,2246
Ast_003069,4789,4908,2358,2102,4905,1104,21166,1438,4747,5193,1923,6513,4190,2100,1469,2327,1802,1343
Ast_003070,1612,3726,4432,3913,3130,3538,8447,4041,3722,2790,4581,11928,3301,4763,3327,3332,3487,2860
Ast_003071,2862,3744,1356,2915,4341,2800,13452,4427,2978,4269,2108,8965,4334,1647,4245,4417,3898,2976
Ast_003072,4072,5238,4939,1829,3477,dhf75kg,18302,4322,1447,1908,2904,5686,3134,4410,2679,3946,4871,2777
Ast_003073,1646,4247,3473,3368,3905,2366,8571,2730,4886,3063,3840,10306,4083,3593,2003,2818,1674,3840
Ast_003074,4041,1869,2402,4155,1576,4019,18150,1327,4133,2490,2628,12679,2554,4613,1764,3176,2586,3519
Ast_003075,4830,1894,2144,3253,4290,3058,21305,3894,3411,5347,4135,9958,4867,2623,2334,2303,5450,3691
Ast_003076,2028,3943,3309,3644,3484,2693,10111,2473,4519,2344,3721,11142,4378,2878,1988,2286,1918,3914
Ast_003077,4562,4754,3187,2096,4832,1659,20255,2407,4139,5102,2037,6489,3962,2183,1932,2374,3041,1932
Ast_003078,3858,4271,4662,1772,4448,2257,17433,4566,1345,1986,2461,5530,2530,4695,2573,4464,4564,2951
Ast_003079,4466,2040,1917,3032,4411,4552,19866,3177,2385,4461,4113,9262,4937,2422,1391,2765,5053,3431
Ast_003080,2969,4287,920,2635,4049,2691,13867,4891,3230,3775,2593,8103,4926,2302,4313,4282,4688,2474
Ast_003081,1833,4039,3867,3296,3402,1764,9318,2240,5630,2852,3883,10082,4166,3395,1791,2757,1764,4070
Ast_003082,3518,1419,1646,4511,1829,3319,16063,1788,4258,2689,3582,13720,3294,4494,2876,3291,2986,4067
Ast_003083,4988,2208,1736,3676,4474,4258,21933,3876,2621,4693,4744,11249,4650,2980,2065,2560,4774,3228
Ast_003084,3954,5097,4745,1288,4628,2652,17799,4272,1044,1978,2536,4059,3530,4754,2517,4505,4195,2273
Ast_003085,4735,1978,1431,3000,4052,3360,20958,3608,2937,5283,3881,9212,4403,2503,1358,2571,4149,3017
Ast_003086,4109,2075,1913,4295,1882,3881,18428,1808,4125,2397,2477,13081,2361,4346,2070,2921,2452,3335
Ast_003087,4417,1822,2148,3481,4552,3646,19672,4154,3184,4711,4146,10645,5510,2916,2835,2839,5126,3497
Ast_003088,4216,4743,5031,2249,4320,2051,18866,4377,2332,1531,2248,6952,2340,5135,2777,4467,4255,2735
Ast_003089,2644,3571,4474,4330,2993,2959,12586,4464,3478,2681,4464,13192,2366,5326,3214,2816,3111,3402
Ast_003090,4197,4207,4776,1899,4352,1650,18771,4732,1596,2811,3449,5886,2659,4225,2627,4443,4704,2774
Ast_003091,4127,4632,3151,2069,4740,1364,18519,1327,4681,4862,1714,6418,4532,2575,1784,2312,4775,1883
Ast_003092,4342,2497,1795,3129,4399,4156,19366,3863,2946,4450,4143,9590,4447,2592,1973,3302,5245,3545
Ast_003093,3952,4663,2794,2863,4854,1434,17815,2123,3795,4936,1655,8784,4172,2306,1448,2271,3044,2258
Ast_003094,3451,1161,1510,4279,1771,3828,15797,1819,4109,2813,3342,13045,2495,4475,2068,3495,3013,3251
Ast_003095,3841,999,2203,4997,1347,4041,17364,1531,3619,2651,2608,15175,2570,4985,2612,3391,2503,3774
Ast_003096,3759,1766,1971,4888,1519,3621,17033,1502,3940,2786,3088,14861,3276,4682,3057,3245,3231,3645
Ast_003097,1855,4775,3714,3509,4144,2542,9418,2684,5011,3439,3348,10717,4487,2592,1872,2931,1214,4022
Ast_003098,3968,4848,2309,2510,5272,1668,17868,1557,4449,5542,2504,7738,3630,2630,2191,2417,2940,1362
Ast_003099,4560,2205,1364,3421,4617,3932,20222,4018,2826,5312,4290,10466,5239,3138,2266,2833,4602,3316
Ast_003100,3744,4447,5145,2185,4293,2302,16982,4756,1141,2546,3391,6751,3108,4831,3120,4663,4633,2401
Ast_003101,3778,1245,1682,4397,1735,3817,17120,1987,3701,2712,3498,13394,2970,5411,2395,3465,3257,3739
Ast_003102,4149,4861,2241,2521,5137,1675,18589,2332,4336,4541,2176,7768,3502,1659,1859,2477,2871,1524
Ast_003103,2070,3256,4405,3837,2824,3431,10279,3758,3528,2094,4450,11723,3027,4977,3081,3489,3571,2712
Ast_003104,4668,4552,2257,2076,4487,1902,20687,2285,4464,4086,2402,6427,4369,2163,1837,2275,2801,1562
Ast_003105,4354,4623,4740,2117,3673,2239,19412,4365,1212,2633,2383,6555,2658,4953,2721,4130,5197,2538
Ast_003106,4998,2012,2498,2919,4318,4075,21991,4030,2613,5397,3959,8967,4126,2695,888,3125,5166,3559
Ast_003107,4135,4741,2562,2267,4567,1341,18524,2490,4199,4489,2045,7003,4359,1969,1864,2506,3307,1427
Ast_003108,1988,4363,4244,3416,4042,2790,9948,2461,5024,3449,3793,10439,4293,3298,1970,3644,2453,4207
Ast_003109,4782,4657,2397,2013,4644,1499,21121,2585,4017,5041,2129,6250,4275,2414,2295,2355,2739,2052
Ast_003110,3760,4376,4870,1755,4449,2336,17047,4490,1687,2324,2800,5463,3012,5063,3086,3675,4617,2617
Ast_003111,4165,2191,2051,3348,4548,3523,18663,4328,2901,5247,4013,10235,4533,2501,2207,2610,4944,3509
Ast_003112,2150,3581,4109,3687,2844,3485,10603,3968,3494,2168,4401,,2488,4894,3702,2894,3233,2844
Ast_003113,4250,1529,1937,3106,3945,3777,19007,4002,2813,5127,3701,9518,4420,2601,1881,2929,4847,3311
Ast_003114,2058,3568,4283,3855,2604,3525,10223,3940,3930,2373,4328,11764,2809,5307,3557,3258,3186,3359
Ast_003115,3046,5292,1517,3069,3668,2830,14173,4236,2699,3974,2005,9409,4593,2155,4349,4031,4725,2860
Ast_003116,4581,4933,2613,2480,5272,1640,20325,1498,3993,4608,2508,7632,4622,2255,1490,2586,3095,1770
Ast_003117,3966,5097,4795,1945,4127,2010,17856,4562,1691,1831,3013,6043,2450,5227,2121,3842,4234,2700
Ast_003118,4075,4724,4115,1430,4143,2467,18288,4800,854,2084,3067,4502,1964,5111,3196,4354,3684,2441
Ast_003119,4515,4751,2633,2718,4777,1214,20058,2610,4201,4445,2701,8355,3998,2354,1390,1944,2570,1674
Ast_003120,3965,1835,1935,4019,1577,3709,17874,1563,3774,2808,3085,12243,3167,4813,2459,2941,2471,4191
Ast_003121,3855,4797,5360,2165,2993,2585,17418,4440,1360,1694,2713,6701,2455,4632,2639,4482,4263,2815
Ast_003122,3019,4686,1909,3339,3393,2087,14089,4415,3438,3855,2137,10216,4068,2122,4070,4663,4498,2938
Ast_003123,2500,3394,4347,3852,2347,3453,11998,4847,3865,2709,4526,11763,2696,4719,2607,3297,2966,3324
Ast_003124,1709,3661,4403,4260,3213,3357,8827,3146,3803,2342,4188,12967,2672,4724,3460,2919,3471,2954
Ast_003125,4986,4851,3074,2247,4903,1000202.721,21947,2490,4287,4869,2097,6942,3710,2555,2072,2199,3388,1534
Ast_003126,4488,4427,2594,1884,5074,1145,19961,2734,4680,5021,2293,5870,4439,2396,2155,2714,2818,1668
Ast_003127,2680,4170,2098,2849,3806,2143,12718,4907,3232,3969,2560,8756,4919,1874,4412,4299,4733,3949
Ast_003128,3801,4636,2473,1900,4825,1445,17213,2207,4177,4948,1926,5908,4597,2201,1982,2397,3357,2495
Ast_003129,4718,4749,2602,2567,4561,1829,20874,1459,3909,4407,2155,7900,4342,2006,1566,2656,2473,1827
Ast_003130,4522,1839,2071,2947,4659,4196,20098,3920,2700,5938,4449,9052,4653,2908,2935,2917,4990,3223
Ast_003131,4004,2009,2046,4106,1772,3877,18017,2261,4249,2656,2636,12514,3304,4680,2470,2887,2102,3460
Ast_003132,4674,4778,2349,2420,5024,1372,20695,2149,4274,4108,1926,7460,3740,2338,1387,2336,2671,1558
Ast_003133,4401,1753,2126,3439,4606,3282,19612,4316,3146,5087,3580,10538,4344,2803,2292,3372,5270,3527
Ast_003134,2368,4148,2288,2535,3539,3006,11474,4548,3089,4480,2226,7788,4711,2340,4345,4859,4750,2890
Ast_003135,2922,4575,1338,2790,3556,2381,13694,4042,3345,4011,1931,8557,4718,1977,4050,3970,4667,3071
Ast_003136,3260,4719,1420,2747,3462,2765,15047,3683,3261,4042,2196,8437,4400,1665,4125,4763,4446,3048
Ast_003137,4548,4866,2646,2395,4654,1189,20192,1387,3922,4684,1462,7381,4274,2221,1769,1981,2435,1839
Ast_003138,4276,4362,2241,3017,4596,2203,19093,1369,4059,5189,2355,9241,4010,2483,2106,2393,3685,1595
Ast_003139,4611,2279,1488,2903,4350,3704,20434,4057,2756,4662,4069,8911,4680,2570,1961,2341,4562,4058
Ast_003140,2139,3536,4683,3723,2101,3095,10566,3742,3960,2530,4493,11365,2907,5166,3439,3043,3527,3388
Ast_003141,4376,5110,2815,2378,4796,572,19491,2095,4487,4578,2159,7336,4445,1917,1873,2346,3334,1915
Ast_003142,4432,4952,2228,2179,4495,1554,19720,1496,4686,5082,2046,6736,4331,2360,1786,2489,3897,2244
Ast_003143,2461,3605,3684,4073,4014,2422,11860,2732,5348,3201,4241,12406,4284,3496,1247,3175,1923,3753
Ast_003144,4425,2754,2284,3300,4244,4169,19699,3950,2511,4623,4371,10081,4379,2696,1627,2886,4593,3065
Ast_003145,4358,1662,2171,4101,1790,3540,19439,1888,3970,2449,2725,12499,2193,4461,2569,3668,3131,1000220.585
Ast_003146,4710,2189,2369,2922,4144,3701,20839,4572,2694,4981,3678,8988,5311,2710,1347,2666,4167,3067
Ast_003147,2050,4362,3886,3375,4503,2528,10203,2283,4585,2865,4770,10334,4087,3131,1982,3051,1998,3681
Ast_003148,2269,4268,3893,3366,4033,1958,11070,2625,4272,3039,4143,10293,4414,2399,1969,3426,1480,3940
Ast_003149,4207,1935,1495,4284,2007,4248,18830,1458,4110,3195,2641,13048,2792,4205,2385,3413,2928,3457
Ast_003150,4453,2824,2328,3165,4370,3623,19800,3933,3185,4531,4165,9702,5157,2567,1932,2676,4991,3040
Ast_003151,4454,1611,1891,3347,4195,3806,19818,4222,2975,4886,3886,10251,5512,2832,1571,2554,5388,3082
Ast_003152,2881,5046,2049,2898,4185,2808,13532,4614,3057,3782,1814,8894,4736,2362,4240,4489,4148,3530
Ast_003153,1785,3677,4994,3973,2691,3414,9127,3814,4817,2829,4289,12113,3013,4892,3318,3110,2919,2814
Ast_003154,4141,4985,1000291.646,1760,4541,2799,18573,4848,1483,1773,2613,5489,2921,4921,3387,4078,4346,2941
Ast_003155,4530,2044,2271,3052,4062,4220,20124,4105,2800,4575,3339,9355,4418,2608,2177,2903,4578,3188
